#
# USGS NWISWeb site number list
#
# This file can be used to retrieve data from the
# USGS NWISWeb internet based retrieval system using
# the 'File of site Numbers' search criteria.
#
# This file can be edited, but the number of columns
# must be equal for each row, and the 'site_no' column
# must remain.
#
# The columns include:
#  agency_cd  -- Agency code.  If no value is found, 'USGS' is assumed
#  site_no    -- USGS site number
#  station_nm -- USGS site name. This column is include for viewing only,
#                                it is not used by the nwisweb system.
#
agency_cd	site_no	station_nm
USGS	375047081284000	DREWS CREEK AT PINE KNOB, W. VA.             118
USGS	375047082005401	065.0 MUD FORK AT MOUNT GAY, W. VA.
USGS	375048081374300	ROCKLICK BRANCH AT ROCKLICK, W. VA.          404
USGS	375053081475100	LAUREL FORK AT KELLY, W.VA.                  504
USGS	375055076220000	GREAT WICOMICO RIVER AT ROUTE 200 NEAR BURGESS, VA
USGS	375055081053601	Piney Creek WVNPI0001
USGS	375059081482500	GARLAND FORK AT KELLY W VA                   505
USGS	375103081270600	ROCK CREEK AT ROCK CREEK, W. VA.             115
USGS	375105081024801	Laurel Creek WVNLA0001
USGS	375113081025301	Laurel Creek WVNLC0001
USGS	375114081041701	NEW RIVER @ HWY 41 BRDG @ PRINCE, WV
USGS	375119082245101	066.0 MARROWBONE CREEK AT GREYEAGLE, WV
USGS	375127080593739	Q05.0LAUREL CR @ HWY 41/19 BR @ LAUREL CR WV
USGS	375132082230239	Y18.0MARROWBONE CR @ PRIVATE BR @ SELWYN WV
USGS	375137081275000	DRY CREEK AT DRY CREEK, W. VA.               116
USGS	375138081493200	SPRUCE FORK NEAR BLAIR W VA                  506
USGS	375154081381400	JASPER WORKMAN BR AT BALD KNOB W VA          405
USGS	375213081381000	JAMES BRANCH AT BALD KNOB, W. VA.            416
USGS	375215081191700	CLEAR FORK NEAR CLEAR CREEK W. VA.           201
USGS	375218081293400	HORSE CREEK AT NAOMA                         119
USGS	375221081413101	AK4-BASE RIGHT FORK TRACE FORK NR BARRETT WV
USGS	375222081413101	AK4-A-AMT TRACE FORK NR BARRETT WV
USGS	375225081590601	067.0 PEACH CR AT PEACH CREEK, W. VA.
USGS	375227081042401	Unnamed Tributary WVNU80001
USGS	375227081500200	WHITES TRACE BRANCH NEAR BLAIR W VA          507
USGS	375237081494200	OLD HOUSE BRANCH AT BLAIR W VA             507.1
USGS	375244081590901	068.0 CROOKED CR AT CROOKED CREEK, W. VA.
USGS	375255081034101	Dowdy Creek WVNDO0001
USGS	375300080331601	128.0 SINKING CREEK AT ALTA, W. VA.
USGS	375302079003701	AT 23055.5 UNNAMED EPHEMERAL TRIB TO CAMPBELL CR
USGS	375302081320400	HAZY CREEK AT EDWIGHT, W. VA.                120
USGS	375306081493000	PIGEONROOST BRANCH AT SPRUCE VALLEY W VA     508
USGS	375323081402500	COW CREEK AT BARRETT W. VA                   407
USGS	375339081154839	S03.0PAINT CR @ HWY 23 BR @ WILLIS BRANCH WV
USGS	375340081492639	V11.0SPRUCE FK @ HWY 17 BR @ FIVE BLOCK WV
USGS	375340081492700	SPRUCE FORK AT FIVE BLOCK W VA               509
USGS	375340082260001	067.0 JENNIE CREEK AT CRUM, WV
USGS	375343078582501	AT 23055 UNNAMED INTERMIT TRIB TO S FK ROCKFISH R
USGS	375347081594001	069.0 BUFFALO CR AT HENLAWSON, W. VA.
USGS	375358081204800	WORKMAN CREEK NEAR CLEAR CREEK, W. VA.       202
USGS	375407081015801	Slater Creek WVNSL0001
USGS	375415081142839	S04.0PACKS BR @ HWY 27 BR @ PACKS BRANCH WV
USGS	375417081404500	POND FORK AT WHARTON W. VA.                  408
USGS	375439081481900	SENG CAMP CREEK NEAR SHARPLES W VA           510
USGS	375445081014101	Buffalo Creek WVNBF0001
USGS	375449080402639	R16.0MEADOW R @ HWY 60/32 BR NR MEADOW BLUFF WV
USGS	375451081495901	BEECH CREEK NEAR SHARPLES, WV
USGS	375458081204100	TONEY FORK AT CLEAR CREEK, W. VA.            203
USGS	375502076513300	HOSKINS CREEK AT ROUTE 17 AT TAPPAHANNOCK, VA
USGS	375508081404900	JARRELL BRANCH NEAR WHARTON W. VA            409
USGS	375508081495300	BEECH CREEK AT SHARPLES W. VA.               511
USGS	375533081372000	WEST FORK AT TWILIGHT W. VA.                 412
USGS	375534082161239	Z01.0W FK TWELVEPOLE CR @ HWY 2 BR @ BREEDEN WV
USGS	375535082285201	067.5 TUG FORK AT TRIPP, WV
USGS	375536081033401	Unnamed Tributary WVNU60001
USGS	375549081584901	070.0 MILL CR AT PECKS MILL, W. VA.
USGS	375551082160901	100.5 WEST FORK TWELVEPOLE CREEK AT BREEDEN, WV
USGS	375556081082201	DUNLOUP CREEK @ HARVEY,WV
USGS	375604075224100	CHINCOTEAGUE CHANNEL AT CHINCOTEAGUE ISLAND, VA
USGS	375604081213200	WHITE OAK CREEK AT ARTIE, W. VA.             204
USGS	375608075205700	DEEP HOLE CR AT FIR LANDING AT CHINCOTEAGUE IS, VA
USGS	375618081373400	JARRELLS BRANCH AT BRANDYTOWN W VA         412.1
USGS	375624081225000	FULTON CREEK NEAR ARTIE, WEST VA.            205
USGS	375627081423401	Casey Creek at Cazy, WV
USGS	375628081423300	CASEY CREEK AT COZY W VA                     410
USGS	375635081051601	Dunloup Creek WVNDU0001
USGS	375645081482339	V12.0SPRUCE LAUREL FK @ RR BR @ CLOTHIER WV
USGS	375711081041801	Mollys Creek WVNMO0001
USGS	375715081431039	V15.0POND FK @ BR @ BOB WHITE WV
USGS	375723081320900	LITTLE MARSH FORK AT PACKSVILLE, W.VA.       121
USGS	375725082151701	104.5 EAST FORK TWELVEPOLE CREEK NR BREEDEN, WV
USGS	375730081014301	Fire Creek WVNFI0001
USGS	375740081012901	Unnamed Tributary WVNU50001
USGS	375744081261600	SYCAMORE CREEK AT COLCORD, W. VA.            206
USGS	375745081051001	Arbuckle Creek WVNAR0001
USGS	375745082025739	X01.0CRAWLEY CR @ HWY 3/4 BR NR CHAPMANVILLE WV
USGS	375747081510400	MEADOW FORK AT HEWETT, W. VA.
USGS	375748081301400	ROCKHOUSE CREEK NEAR WHITESVILLE, W. VA.     207
USGS	375755082082801	076.0 BUCK FORK NEAR HARTS, W. VA.
USGS	375756081011801	Ephraim Creek WVNEP0001
USGS	375757081395300	BROWNS BRANCH NR MARNIE W VA                 413
USGS	375758081312839	V04.0CLEAR FK @ HWY 1/21 BR @ LEEVALE WV
USGS	375804081042301	Rush Run WVNRU0001
USGS	375809081315839	V03.0MARSH FK @ HWY 1 BR @ WHITESVILLE WV
USGS	375809082021801	071.0 CRAWLEY CR AT CHAPMANVILLE, W. VA.
USGS	375811078535401	AT 23056 UNNAMED INTERMITTENT TRIB TO TOMS BR VA
USGS	375814081493339	V13.0HEWITT CR @ PRIVATE BR @ JEFFREY WV
USGS	375814081495100	HEWITT CREEK AT JEFFERY W. VA.               514
USGS	375820081423839	V16.0WEST FK @ RR BR @ VAN WV
USGS	375826080383239	R17.0L CLEAR CR @ HWY 8 BR NR CRAWLEY WV
USGS	375826080455339	R20.0SEWELL CR @ HWY 60/1 BR @ EAST RAINELLE WV
USGS	375834081063201	ARBUCKLE CREEK AT MINDEN, WV
USGS	375836080361501	P4-BASE RADER RUN NR RUPERT WV
USGS	375837082082501	077.0 BIG HARTS CREEK NEAR HARTS, W. VA.
USGS	375838081420200	WHITES BRANCH AT VAN W. VA                   414
USGS	375840082082301	078.0 SMOKEHOUSE FORK NEAR HARTS, W. VA.
USGS	375840082083839	X03.0BIG HARTS CR @ HWY 3 BR NR SHIVELY WV
USGS	375841080365101	P4-R-C RADER RUN NR RUPERT WV
USGS	375843081482900	BIAS BRANCH AT SECOAL, W. VA.                515
USGS	375845080564839	Q08.0GLADE CR @ HWY 41/18 BR @ BABCOCK ST PK WV
USGS	375854081013401	Unnamed Tributary WVNU40001
USGS	375858081321500	ELK RUN AT JANIE, W. VA.                     301
USGS	375909080450039	R19.0MEADOW R @ HWY 60 BR @ MCROSS WV
USGS	375911080400539	R18.0BIG CLEAR CR @ HWY 1/2 BR @ KESSLER WV
USGS	375912081594701	073.0 GARRETT FORK NR CHAPMANVILLE, W. VA.
USGS	375920081442100	BULL CREEK AT LANTA W. VA.
USGS	375923082230101	101.0 WEST FORK TWELVEPOLE CREEK AT DOANE, WV
USGS	375926081590901	072.0 TRACE FORK NR CHAPMANVILLE, W. VA.
USGS	375930081490200	SPRUCE FORK AT GREENVIEW, W.VA.              516
USGS	375933082240801	102.0 MOSES FORK AT MISSOURI BRANCH, WV
USGS	375943081490400	BIG BRANCH AT GREENVIEW, W.VA.               517
USGS	375944081303101	SENG CREEK AT GARRISON, WV
USGS	375950081323800	SENG CREEK AT ELK RUN W. VA.                 302
USGS	380001081013001	Manns Creek WVNMN0001
USGS	380006082002901	074.0 NORTH FORK AT BANCO, W. VA.
USGS	380012081252839	S07.0FIFTEENMILE FK @ HWY 76/1 BR NR DECOTA WV
USGS	380016082022801	075.0 BIG CR AT BIG CREEK, W. VA.
USGS	380018081485300	HUNTERS BRANCH AT POWELL CREEK W VA          518
USGS	380020082305339	Y19.0TUG FK @ GLENHAYES WV
USGS	380024081013201	Coal Run WVNCO0001
USGS	380030081332000	ROUND BOTTOM BRANCH AT SYLVESTER, W. VA.     303
USGS	380033082010539	X02.0BIG CR @ HWY 2 BR NR BIG CREEK WV
USGS	380057078523401	AT 23057.5 UNNAMED TRIBUTARY TO WILLIAMS CREEK VA
USGS	380058081451800	ROBINSON CREEK AT QUINLAND W. VA.            417
USGS	380101081251039	S08.0CABIN CR @ RR BR @ DECOTA WV
USGS	380102082174639	Z04.0E FK TWELVEPOLE CR NR DUNLOW WV
USGS	380104081251301	Fifteenmile Fork @ CR76 nr Decota
USGS	380105080392201	R60.0 BROWN CR @ MOUTH OF BROWN CR WV
USGS	380107081211139	S05.0PAINT CR @ RR BR @ MAHAN WV
USGS	380108080385101	R59.0 BIG CLEAR CR NR ANJEAN WV
USGS	380112082073101	079.0 WEST FORK BIG HARTS CREEK AT HARTS, W. VA.
USGS	380123078515901	AT 23057 UNNAMED INTERMIT TRIB TO BALDWIN POND VA
USGS	380126082255539	Z02.0W FK TWELVEPOLE CR @ HWY 44 BR @ DUNLOW WV
USGS	380133082075301	080.0 BIG HARTS CREEK AT HARTS, W. VA.
USGS	380142081500400	LOW GAP CREEK AT LOW GAP W.VA.               519
USGS	380146082075101	081.0 GUYANDOTTE RIVER AT HARTS, W. VA.
USGS	380204081004701	Keeney Creek near Winona, WV
USGS	380206080355401	NR2-R-MT SOUTH FORK BIG CLEAR CR TRIB NR DUO WV
USGS	380208081465000	JARRELL BR AT UNEEDA W. VA.                  418
USGS	380212080494401	R61.0 MEADOW R NR CORLISS WV
USGS	380220080373201	BIG CLEAR CR NR ANJEAN WV BELOW POND DISCHARGE
USGS	380230080371301	BIG CLEAR CR NR ANJEAN WV ABV PUMP DISCHARGE
USGS	380232082152339	Z05.0KIAH CR @ HWY 33 BR NR KIAHSVILLE WV
USGS	380248082083301	082.0 LITTLE HARTS CREEK AT ATENVILLE, W. VA.
USGS	380256081022401	Short Creek WVNSH0001
USGS	380258081033001	Craig Branch WVNCR0001
USGS	380259080343001	NR6-R-C SMOKEHOUSE BRANCH TRIB NR DUO WV
USGS	380259082040201	083.0 BIG UGLY CREEK NEAR LEET, W. VA.
USGS	380259082040239	X04.0BIG UGLY CR @ HWY 7 BR NR LEET WV
USGS	380308082182901	105.0 EAST FORK TWELVEPOLE CR NR KIAHSVILLE, WV
USGS	380309081040601	Butcher Branch WVNBU0001
USGS	380316081163901	Molly Kincaid Br. @ Page, WV
USGS	380328080212539	P04.0ROBBINS RUN @ HWY 5 @ OSCAR WV
USGS	380328081040701	Fern Creek WVNFE0001
USGS	380331081333101	WHITE OAK CREEK NEAR ORGAS, WV
USGS	380343078490601	AT 23058 UNNAMED INTERMIT TRIB TO SAWMILL RUN VA
USGS	380347081342000	WHITE OAK CREEK AT ORGAS, W. VA.             304
USGS	380350081371539	V05.0HOPKINS FK @ HWY 5 BR NR HOPKINS FK WV
USGS	380351081045401	Wolf Creek WVNWO0001
USGS	380403082180201	106.0 KIAH CREEK NEAR KIAHSVILLE, WV
USGS	380410082043501	084.0 LAUREL CREEK AT LEET, W. VA.
USGS	380417081503500	TURTLE CREEK AT DANVILLE, W. VA.             602
USGS	380427081053901	Marr Branch WVNMA0001
USGS	380433081371400	HOPKINS FORK AT HOPKINS FORK W.VA.           305
USGS	380433081372000	LAUREL CREEK AT HOPKIN FORK, W. VA.          306
USGS	380433081382039	V06.0LAUREL CR @ HWY 5 BR @ HOPKINS FORK WV
USGS	380437081501200	LITTLE COAL RIVER AT DANVILLE W. VA.         601
USGS	380446080242539	P05.0SPRING CR @ HWY 5 @ LEONARD WV
USGS	380446081270801	CABIN CREEK NEAR LEEWOOD, WV
USGS	380454082073301	085.0 BIG UGLY CREEK AT GILL, W. VA.
USGS	380455081160901	Big Righthand Fk of Loop Ck nr N. Page, WV
USGS	380505081502600	LICK CREEK NEAR DANVILLE W. VA.
USGS	380505081513100	LICK CREEK NEAR DANVILLE, W.VA               603
USGS	380514081053501	Unnamed Tributary WVNU30001
USGS	380516081382139	V06.5LAUREL CR BLW HOPKINS FK @ HOPKINS FORK WV
USGS	380519081580601	105.0 CONNELLY BRANCH AT MUD, W. VA.
USGS	380527081055401	Unnamed Tributary WVNU20001
USGS	380532081580501	104.1 MUD RIVER AT MUD, W. VA.
USGS	380532081580639	X06.0MUD R @ HWY 46 BR @ MUD WV
USGS	380536081382339	V06.6SANDLICK CR @ HOPKINS FORK WV
USGS	380542081331901	JOES CREEK AT JOES CREEK, WV
USGS	380552081091639	Q09.0LAUREL CR @ BR IN BECKWITH WV
USGS	380554078463901	AT 23059 SOUTH FORK MOORMANS RIVER VA
USGS	380555078481701	AT 22020 SAWMILL RUN VA
USGS	380559082105701	086.0 FOURTEENMILE CREEK NEAR RANGER, W. VA.
USGS	380602082340239	Y20.0MILL CR @ U S 52 BR NR SALT PETRE WV
USGS	380605081502600	ROCK CREEK AT ROCK CREEK W VA                604
USGS	380607081145339	S01.0LOOP CR @ HWY 61 BR @ ROBSON WV
USGS	380612082104001	087.0 E.FORK FOURTEENMILE CK NEAR RANGER, W. VA.
USGS	380616082000101	MUD RIVER NEAR MUD, WV
USGS	380624080462801	ANGLINS CR ABOVE JIMS CR NR SUGAR GROVE KNOB WV
USGS	380624080521601	Miller Creek @ Nallen, WV
USGS	380626081063801	Penfield Branch WVNPE0001
USGS	380641081075601	Unnamed Tributary WVNU10001
USGS	380642081532401	AK3-A-MT BRAGG FORK NR MORRISVALE WV
USGS	380647082105401	088.0 FOURTEENMILE CREEK AT RANGER, W. VA.
USGS	380647082352901	073.0 MILL CREEK AT FORT GAY, WV
USGS	380649081083301	NEW RIVER BELOW HAWKS NEST DAM, WV
USGS	380652078472001	AT 23060 SAWMILL RUN VA
USGS	380700082355401	074.0 TUG FORK AT FORT GAY, WV
USGS	380715081045001	Mill Creek nr Hopewell, WV
USGS	380718082273701	102.5 WEST FORK TWELVEPOLE CREEK AT GENOA, WV
USGS	380729081413339	V07.0DRAWDY CR NR PEYTONA WV
USGS	380734081533001	AK8-A-C LONG BRANCH NR MORRISVALE WV
USGS	380747081365600	JOES CREEK AT COMFORT, W. VA.                309
USGS	380753081500300	CAMP CREEK NEAR JULIAN W VA
USGS	380805081393400	INDIAN CREEK AT RACINE W VA                  311
USGS	380809082022601	MUD RIVER NEAR SPURLOCKVILLE, WV
USGS	380814080263101	R41.0 COLD KNOB FK @ MOUTH OF COLD KNOB FK
USGS	380817080254801	R40.0 S FK CHERRY R NR MOUTH OF COLD KNOB FK
USGS	380818080530839	R21.0ANGLINS CR @ HWY 41 BR NR POOL WV
USGS	380833081393300	SHORT CREEK AT RACINE, W. VA.                310
USGS	380840081173439	S02.0ARMSTRONG CR @ HWY 61 BR @ MT CARBON WV
USGS	380859080225801	NR4-U-MT SOUTH FORK CHERRY R TRIB NR RICHWOOD WV
USGS	380917081511039	V17.0LITTLE COAL R @ JULIAN WV
USGS	380917081513200	606       LITTLE HORSE CREEK AT JULIAN W VA
USGS	380924078460101	AT 23061 POND RIDGE BROOK VA
USGS	380926081535300	BIG HORSE CREEK AT WOODVILLE, W.VA.          607
USGS	380927082103701	089.0 TENMILE CREEK NEAR MIDKIFF, W. VA.
USGS	380929082015301	LEFT FORK MUD RIVER NEAR PALERMO, WV
USGS	380930081535200	PETERS CAVE FORK AT WOODVILLE, W.VA.       607.1
USGS	380931080350301	R45.0 LAUREL CR @ MOUTH OF MC MILLIAM CR
USGS	380944080213001	TRIB SEEP TO BEAR RUN NR RICHWOOD,WV
USGS	380947078410401	AT 23062.5 UNNAMED TRIBUTARY TO DOYLES RIVER VA
USGS	380948079585601	100.0 KNAPP CREEK AT MINNEHAHA SPRINGS, W. VA.
USGS	380949078460201	AT 23062 BIG BROOK VA
USGS	380949081505401	LITTLE HEWITT CR U/S FROM CORRIDOR G @ JULIAN WV
USGS	380950080113201	107.0 STAMPING CREEK NEAR MILL POINT, W. VA.
USGS	380951081510101	LITTLE HEWITT CR D/S FROM CORRIDOR G @ JULIAN WV
USGS	380952081520839	V18.0BIG HORSE CR @ HWY 3 BR @ ALTMAN WV
USGS	380953081424600	BRUSH CREEK AT BRUSHTON, W. VA.              313
USGS	380953081520300	BIG HORSE CR AT JULIAN W VA                  608
USGS	380953081520800	BIG HORSE CREEK AT JULIAN W VA
USGS	380957080411701	To Brushy Meadow CR NR Falls, WV Unnamed TR
USGS	380959082030001	106.0 LEFT FORK AT PALERMO, W. VA.
USGS	381001081113201	R70.0 GAULEY R @ GAULEY BRIDGE WV
USGS	381005080231901	NR7-U-C ROCKY RUN TRIB NR RICHWOOD WV
USGS	381008080403101	LAUREL CR NR GRASSY FALLS WV
USGS	381010080413801	R57.0 BRUSHY MEADOW CR BLW MOUTH OF GRASSY CR
USGS	381013081315201	A3-A-MT LITTLE CREEK TRIB NR CHELYAN WV
USGS	381018080271501	R43.0 S FK CHERRY R BLW MOUTH OF ROCKY RUN
USGS	381019080265201	R42.0 ROCKY RUN NR MOUTH OF ROCKY RUN
USGS	381029082141001	091.0 FOURMILE CREEK AT REDWING, W. VA.
USGS	381033080405101	R56.0 GRASSY CR @ MOUTH OF LINE LAUREL CR
USGS	381035082140701	092.0 RED RIVER FORK AT REDWING, W. VA.
USGS	381037082101501	090.0 NINEMILE CREEK AT MIDKIFF, W. VA.
USGS	381037082285301	103.0 TRACE FORK AT ECHO, WV
USGS	381039080215201	NR4&7-BASE BEAR RUN TRIB NR RICHWOOD WV
USGS	381044078460601	AT 23063 UNNAMED EPHEMERAL TRIB TO MEADOW RUN VA
USGS	381046081310601	LEFT FORK LITTLE CREEK NR CHELYAN WV
USGS	381048078461201	AT 23063.5 UNNAMED EPHEMERAL TRIB TO MEADOW RUN VA
USGS	381050081423700	LICK CREEK AT ASHFORD, W. VA.                315
USGS	381052082283339	Z03.0W FK TWELVEPOLE CR @ HWY 52/49 BR @ ECHO WV
USGS	381056081280839	S09.0CABIN CR @ HWY 79 BR @ DRY BRANCH WV
USGS	381058081190001	KANAWHA RIVER AT MONTGOMERY, WV
USGS	381110080080801	105.0 SWAGO CREEK NEAR BUCKEYE, W. VA.
USGS	381121080011601	101.0 CUMMINS CREEK AT HUNTERSVILLE, W. VA.
USGS	381125080565501	MEADOW R NEAR MT LOOKOUT, WV
USGS	381127081304801	A6-R-MT LITTLE CREEK TRIB NR CHELYAN WV
USGS	381143080275001	SOUTH FORK CHERRY RIVER NR RICHWOOD, WV
USGS	381145081044201	Sugar Creek WVGSU0001
USGS	381146081040901	Horseshoe Creek WVGHS0001
USGS	381148080001201	102.0 BROWNS CREEK NEAR HUNTERSVILLE, W. VA.
USGS	381149080565101	R63.0 GAULEY R BLW MOUTH OF MEADOW R WV
USGS	381151080570201	Staton Branch WVGST0001
USGS	381155082061401	108.0 BIG LAUREL CREEK AT JENKS, W. VA.
USGS	381157081431500	BULL CREEK AT DARTMONT W. VA.                316
USGS	381158080463539	R15.0HOMINY CR @ HWY 26/4 CROSSING NR BRUCE WV
USGS	381201080540101	Collison Creek WVGCO0001
USGS	381201082261601	108.0 EAST FORK TWELVEPOLE CREEK AT ELMWOOD, WV
USGS	381209081035801	Unnamed Stream WVGU10001
USGS	381210081004801	Ramsey Branch WVGRA0001
USGS	381210082272701	104.0 WEST FORK TWELVEPOLE CREEK NEAR WAYNE, WV
USGS	381216080531701	Unnamed Stream WVG1U0001
USGS	381221078445701	AT 23065 UNNAMED TRIB TO NORTH FORK MOORMANS R VA
USGS	381222081154201	A7-R-MT LYNCH FORK NR CANNELTON WV
USGS	381223081053001	Big Run WVGBG0001
USGS	381227081463639	V08.0FORK CR @ HWY 2/2 NR EMMONS WV
USGS	381229078451401	AT 23064 PAINE RUN VA
USGS	381233080551501	Unnamed Stream WVGU90001
USGS	381234078444901	AT 22022 UNNAMED TRIB TO N FK MOORMANS RIVER VA
USGS	381235078494801	AT 23065.5 UNNAMED EPHEMERAL TRIB TO SOUTH R VA
USGS	381239081511600	ELY FORK NR MCCORKLE, W.VA.                  609
USGS	381246081035401	Beech Run WVGBE0001
USGS	381250080580201	Unnamed Stream WVGU70001
USGS	381255080580501	Meadow Creek WVGMC0001
USGS	381256081500600	COBB CR AT MCCORKLE W VA                     611
USGS	381257080582001	Unnamed Stream WVGU60001
USGS	381257081505400	COBB CREEK NEAR MCCORKLE, W.VA.              610
USGS	381259081014601	Laurel Creek WVGLC0001
USGS	381300080533001	GAULEY R BELOW SUMMERSVILLE DAM, WV
USGS	381301081015001	Unnamed Stream WVGU80001
USGS	381305081580201	111.0 STRAIGHT FORK AT YAWKEY, W. VA.
USGS	381307080243801	RABBIT RUN @ USFS CULVERT,NR RICHWOOD WV
USGS	381310081112701	R69.0 GAULEY R BLW BELVA WV
USGS	381312080234339	R07.0N FK CHERRY R @ HWY 39 BR
USGS	381312082121101	093.0 FOURMILE CREEK AT BRANCHLAND, W. VA.
USGS	381313081253739	S06.0KELLYS CR @ HWY 81/12 BR @ CEDAR GROVE WV
USGS	381315080352739	R10.0LAUREL CR @ HWY 39/26 BR @ FENWICK WV
USGS	381315080473701	HOMINY CR BLW DEER CR NR CANVAS WV
USGS	381315082121000	GUYANDOTTE RIVER AT BRANCHLAND WV 381315082121000
USGS	381315082121039	X05.0GUYANDOTTE R @ BRANCHLAND WV
USGS	381318080315939	R09.0CHERRY R @ HWY 39/18 BR IN RICHWOOD WV
USGS	381319080315901	R44.0 SOUTH FK CHERRY R @ RICHWOOD WV
USGS	381319080401201	JIMS BR AB MINE DRAIN NR NETTIE WV
USGS	381319080595701	Unnamed Stream WVGU40001
USGS	381319081173201	A7-BASE BULLPUSH FORK TRIB NR CANNELTON WV
USGS	381319082064839	X07.0MUD R @ HWY 7 BR @ MYRA WV
USGS	381322081070701	Laurel Creek WVGLA0001
USGS	381323081002001	Unnamed Stream WVGU20001
USGS	381325080592301	Unnamed Stream WVGU50001
USGS	381326080594601	Unnamed Stream WVGU30001
USGS	381326081575701	112.0 PORTER FORK AT YAWKEY, W. VA.
USGS	381329081024701	Peters Creek WVGPE0001
USGS	381341078432201	AT 23066 JONES FALLS RUN VA
USGS	381341080395901	JIMS BR BELOW MINE DRAIN NR NETTIE WV
USGS	381345080350001	CHERRY RIVER AT FENWICK WV
USGS	381347080312939	R08.0N F CHERRY R @ HWY 38/17 BR IN RICHWOOD WV
USGS	381351082184839	Z07.0BEECH FK @ HWY 26 BR NR GILKERSON WV
USGS	381400081104539	R23.0GAULEY R ABV BELVA WV
USGS	381411081013601	Bucklick Branch WVGBL0001
USGS	381413081110939	R26.0TWENTYMILE CR @ HWY 16/3 BR @ BELVA WV
USGS	381414080120801	R71.0 WILLIAMS R BLW MOUNTAIN LICK RUN
USGS	381417081593301	113.0 STRAIGHT FORK AT GRIFFITHSVILLE, W. VA.
USGS	381422081461700	BRIER CREEK AT BROUNLAND W VA                318
USGS	381422081461739	V09.0BRIER CR @ HWY 18 BR @ BROUNLAND WV
USGS	381424080050901	099.0 INDIAN DRAFT AT MARLINTON, W. VA.
USGS	381426081110001	R68.0 TWENTYMILE CR ABOVE BELVA WV
USGS	381456082260639	Z06.0TWELVEPOLE CR BLW WAYNE WV
USGS	381457081113439	R25.0BELLS CR @ HWY 16 BR @ DIXIE WV
USGS	381500081023101	Peters Creek Nr Lyonsville, WV
USGS	381500081475439	V10.0BIG COAL R NR ALUM CREEK WV
USGS	381500082221739	Z08.0MILLERS FK @ HWY 22 BR NR CROCKETT WV
USGS	381502078410101	AT 23067 DOYLES RIVER VA
USGS	381503082332300	GRAGSTON CREEK NEAR PRICHARD, WV
USGS	381505078444701	AT 21008 MADISON RUN VA
USGS	381516080191801	R36.0 CRANBERRY R @ MOUTH OF N FK CRANBERRY R
USGS	381526082071901	109.0 MAHONE CREEK NEAR NEW HAMLIN, W. VA.
USGS	381529080224001	R38.0 DOGWAY FK @ MOUTH OF DOGWAY FK
USGS	381530080192839	R05.0N F CRANBERRY R @ HY 76 BR @ CRANBERRY R WV
USGS	381538080224701	R37.0 CRANBERRY R @ MOUTH OF DOGWAY FK
USGS	381540081012039	R22.0PETERS CR NR LOCKWOOD WV
USGS	381554082122401	095.0 FALLS CREEK NEAR WEST HAMLIN, W. VA.
USGS	381558081142101	TRIBUTARY TO BELLS CR
USGS	381558081242501	A10-R-C BUFFLICK BRANCH NR CEDAR GROVE WV
USGS	381603080401101	R48.0 PANTHER CR NR MOUTH OF PANTHER CR
USGS	381623081244301	A8-A-C WITCHER CREEK NR CEDAR GROVE WV
USGS	381625082061601	110.0 MUD RIVER AT HAMLIN, W. VA.
USGS	381642082043001	114.0 MIDDLE FORK NEAR HAMLIN, W. VA.
USGS	381642082043039	X08.0MIDDLE FK @ HWY 3 BR @ HAMLIN WV
USGS	381647080583301	R66.0 PETERS CR NR DRENNEN WV
USGS	381653081383239	U01.0DAVIS CR @ HWY 23 @ KAN STATE FOREST WV
USGS	381654078391401	AT 23068.5 IVY CREEK VA
USGS	381657081080801	R67.0 TWENTYMILE CR NR VAUGHAN WV
USGS	381707081472700	ALUM CREEK AT ALUM CREEK W VA                701
USGS	381712082113501	096.0 TWOMILE CREEK AT WEST HAMLIN, W. VA.
USGS	381713080382401	R47.0 CHERRY R NR MOUTH OF CHERRY R
USGS	381725082181601	109.5 BEECH FORK AT WINSLOW, WV
USGS	381726078384501	AT 23068 UNNAMED EPHEMERAL TRIB TO IVY CR VA
USGS	381729080382501	GAULEY RIVER ABOVE MOUTH OF CHERRY RIVER
USGS	381730080383039	R11.0GAULEY R NR CRAIGSVILLE WV
USGS	381740078395201	AT 23069 ROCKY MOUNTAIN RUN VA
USGS	381745080314039	R06.0CRANBERRY R NR RICHWOOD WV
USGS	381749080503701	K7-A-CMT MUDDLETY CREEK TRIB AT SUMMERSVILLE WV
USGS	381755082125001	098.0 MADISON CREEK NEAR SALT ROCK, W. VA.
USGS	381757080461300	GAULEY R ABV SUMMERSVILLE DAM BLW PERSINGER CR
USGS	381758080425301	R51 GAULEY R ABV BIG BEAVER CR NR NILE WV
USGS	381758081484500	FUQUAY CREEK AT ALUM CREEK W. VA.            702
USGS	381758082323039	Y21.0WHITES CR @ HWY 19 BR NR CYRUS WV
USGS	381759080365201	R39.0 CRANBERRY R @ MOUTH OF CRANBERRY R
USGS	381800080550001	R64.0 PETERS CR NR GILBOA WV
USGS	381806080425001	R50 BIG BEAVER CR NR NILE WV
USGS	381810081244401	Little Tenmile Fk of Cambells Ck nr Blount, WV
USGS	381810081545801	116.0 TRACE FORK AT GARRETTS BEND, W. VA.
USGS	381815080561201	R65.0 BUCK GARDEN CR @ GILBOA WV
