#
#
# US Geological Survey
# retrieved: 2022-01-20 14:41:31 EST
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  district_cd     -- District code
#  state_cd        -- State code
#  county_cd       -- County code
#
#
# query started 2022-01-20 14:41:31 EST
#
# there are 30818 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	site_tp_cd	district_cd	state_cd	county_cd
USGS	420531075433501	SYN12BM-045	ST	36	36	007
USGS	420532076134101	SYN12TI-062	ST	36	36	107
USGS	420533075531501	SYN12BM-080	ST	36	36	007
USGS	420539074202100	0136230001-ESOPUS CREEK AT WOODLAND NY	ST	36	36	111
USGS	420543076134001	SYN12TI-061	ST	36	36	107
USGS	420544075575501	SYN12BM-119	ST	36	36	007
USGS	420545076285201	SYN12TI-012	ST	36	36	107
USGS	420547074164901	WARNER CREEK LONGITUDINAL 04	ST	36	36	111
USGS	420547074172301	WARNER CREEK LONGITUDINAL 02	ST	36	36	111
USGS	420547076010001	SYN12BM-136	ST	36	36	007
USGS	420550076123201	SYN12TI-063	ST	36	36	107
USGS	420551074161401	WARNER CREEK LONGITUDINAL 05	ST	36	36	111
USGS	420551075581001	SYN12BM-117	ST	36	36	007
USGS	420552074265701	ESOPUS CR AT LOST CLOVE RD NR BIG INDIAN, NY	ST	36	36	111
USGS	420552080043401	Mill Creek	ST	42	42	049
USGS	420553075311601	SYN12BM-008	ST	36	36	007
USGS	420554074160601	WARNER CREEK AT SILVER HOLLOW RD NEAR WOODSTOCK NY	ST	36	36	039
USGS	420556075493901	SYN12BM-068	ST	36	36	007
USGS	420557075383901	SYN12BM-040	ST	36	36	007
USGS	420559076371501	SYN12CM-017	ST	36	36	015
USGS	420600075471001	SYN12BM-084	ST	36	36	007
USGS	420603079543601	Sixmile Creek 1	ST	42	42	049
USGS	420604074180401	STONY CLOVE CREEK LONGITUDINAL 02	ST	36	36	111
USGS	420604076411201	SYN12CM-015	ST	36	36	015
USGS	420605075490701	SYN12BM-085	ST	36	36	007
USGS	420607074174901	WARNER CREEK LONGITUDINAL 01	ST	36	36	111
USGS	420607076343401	SYN12CM-023	ST	36	36	015
USGS	420609075285301	SYN12BM-007	ST	36	36	007
USGS	420613076213001	SYN12TI-036	ST	36	36	107
USGS	420616075524301	SYN12BM-078	ST	36	36	007
USGS	420623074101501	BEAVERKILL LONGITUDINAL 08	ST	36	36	111
USGS	420625075504301	SYN12BM-081	ST	36	36	007
USGS	420630076451701	SYN12CM-011	ST	36	36	015
USGS	420630076451901	SYN12CM-010	ST	36	36	015
USGS	420632076094001	SYN12TI-067	ST	36	36	107
USGS	420633075112701	SYN12DE-029	ST	36	36	025
USGS	420636075491901	SYN12BM-043	ST	36	36	007
USGS	420638075495701	SYN12BM-077	ST	36	36	007
USGS	420642074165101	STONY CLOVE CREEK LONGITUDINAL 04	ST	36	36	111
USGS	420642076225701	SYN12TI-034	ST	36	36	107
USGS	420642080065201	Un Trib to WB Cascade Cr at W 12th Street	ST	42	42	049
USGS	420643076213901	SYN12TI-035	ST	36	36	107
USGS	420643076231301	SYN12TI-033	ST	36	36	107
USGS	420650076065901	SYN12BM-116	ST	36	36	007
USGS	420654076024601	SYN12BM-137	ST	36	36	007
USGS	420657075581101	SYN12BM-001	ST	36	36	007
USGS	420701076325501	SYN12TI-004	ST	36	36	107
USGS	420702075150001	SYN12DE-030	ST	36	36	025
USGS	420705077565101	AG  62	ST	36	36	003
USGS	420706076072101	SYN12TI-079	ST	36	36	107
USGS	420708080065201	WB Cascade Creek	ST	42	42	049
USGS	420710076394401	SYN12CM-016	ST	36	36	015
USGS	420712075473301	SYN12BM-076	ST	36	36	007
USGS	420713074124301	WARNER CREEK LONGITUDINAL 06	ST	36	36	111
USGS	420714076234301	SYN12TI-032	ST	36	36	107
USGS	420715075211801	SYN12DE-012	ST	36	36	025
USGS	420719075235101	SYN12DE-003	ST	36	36	025
USGS	420720075293801	SYN12BM-006	ST	36	36	007
USGS	420720075580801	SYN12BM-121	ST	36	36	007
USGS	420722075565001	LITTLE CHOCONUT CR AT ST JOHN'S CH AT JOHNSON CITY	ST	36	36	007
USGS	420724075401401	SYN12BM-039	ST	36	36	007
USGS	420725075345201	SYN12BM-033	ST	36	36	007
USGS	420725076012001	SYN12BM-135	ST	36	36	007
USGS	420727076260601	SYN12TI-019	ST	36	36	107
USGS	420728074240201	BUSHNELLSVILLE CREEK REF AT SHANDAKEN NY	ST	36	36	111
USGS	420734075340601	SYN12BM-032	ST	36	36	007
USGS	420738075383601	SYN12BM-042	ST	36	36	007
USGS	420738075462301	SYN12BM-075	ST	36	36	007
USGS	420740074154801	STONY CLOVE CREEK LONGITUDINAL 05	ST	36	36	111
USGS	420742074155201	HOLLOW TREE BROOK LONGTUDINAL 01	ST	36	36	111
USGS	420743076314501	SYN12TI-006	ST	36	36	107
USGS	420745076083301	SYN12TI-068	ST	36	36	107
USGS	420747076100001	SYN12TI-066	ST	36	36	107
USGS	420747076194901	SYN12TI-046	ST	36	36	107
USGS	420750074160101	HOLLOW TREE BROOK AT DIAMOND NOTCH HLLW NY	ST	36	36	039
USGS	420750075300501	SYN12BM-005	ST	36	36	007
USGS	420800075583001	SYN12BM-120	ST	36	36	007
USGS	420807075183501	SYN12DE-018	ST	36	36	025
USGS	420811076092001	SYN12TI-069	ST	36	36	107
USGS	420813076274101	SYN12TI-020	ST	36	36	107
USGS	420823075131001	SYN12DE-033	ST	36	36	025
USGS	420824076282701	SYN12TI-021	ST	36	36	107
USGS	420825075534101	SYN12BM-108	ST	36	36	007
USGS	420838079582001	Sixmile Creek 2	ST	42	42	049
USGS	420846075524801	SYN12BM-107	ST	36	36	007
USGS	420846076154401	SYN12TI-056	ST	36	36	107
USGS	420848075405201	SYN12BM-036	ST	36	36	007
USGS	420849075240201	SYN12DE-002	ST	36	36	025
USGS	420853075143801	SYN12DE-032	ST	36	36	025
USGS	420853075424901	SYN12BM-037	ST	36	36	007
USGS	420857075343801	SYN12BM-035	ST	36	36	007
USGS	420858075562301	SYN12BM-124	ST	36	36	007
USGS	420900076224901	SYN12TI-030	ST	36	36	107
USGS	420907076083901	SYN12TI-070	ST	36	36	107
USGS	420910075185901	SYN12DE-017	ST	36	36	025
USGS	420911076062501	SYN12BM-110	ST	36	36	007
USGS	420913080022801	Andrews Park Trib to Lake Erie near Lawrence Park	ST	42	42	049
USGS	420917075211901	SYN12DE-013	ST	36	36	025
USGS	420920075285801	SYN12BM-004	ST	36	36	007
USGS	420922076043201	SYN12BM-109	ST	36	36	007
USGS	420922076243201	SYN12TI-028	ST	36	36	107
USGS	420923076271101	SYN12TI-024	ST	36	36	107
USGS	420927076004201	SYN12BM-134	ST	36	36	007
USGS	420930076223901	SYN12TI-029	ST	36	36	107
USGS	420930076272301	SYN12TI-023	ST	36	36	107
USGS	420930080013201	Fourmile Creek	ST	42	42	049
USGS	420931075562501	SYN12BM-122	ST	36	36	007
USGS	420932075271701	SYN12BM-003	ST	36	36	007
USGS	420932075455201	SYN12BM-094	ST	36	36	007
USGS	420932079584401	Sixmile Creek at Iroquois Avenue	ST	42	42	049
USGS	420934076280701	SYN12TI-022	ST	36	36	107
USGS	420935076193501	SYN12TI-044	ST	36	36	107
USGS	420942076192501	SYN12TI-045	ST	36	36	107
USGS	420943076022401	SYN12BM-114	ST	36	36	007
USGS	420946075315301	SYN12BM-027	ST	36	36	007
USGS	420948075160001	SYN12DE-035	ST	36	36	025
USGS	420949076153701	SYN12TI-057	ST	36	36	107
USGS	420950075314201	SYN12BM-026	ST	36	36	007
USGS	420958076193601	SYN12TI-043	ST	36	36	107
USGS	420959075340301	SYN12BM-034	ST	36	36	007
USGS	421006075495401	SYN12BM-097	ST	36	36	007
USGS	421007075535701	SYN12BM-102	ST	36	36	007
USGS	421008075525401	SYN12BM-105	ST	36	36	007
USGS	421012075404301	SYN12BM-041	ST	36	36	007
USGS	421017075570901	SYN12BM-123	ST	36	36	007
USGS	421019075124301	SYN12DE-034	ST	36	36	025
USGS	421023076150701	SYN12TI-058	ST	36	36	107
USGS	421024075164501	SYN12DE-036	ST	36	36	025
USGS	421028075263101	SYN12BM-002	ST	36	36	007
USGS	421028079591101	Sixmile Creek 3	ST	42	42	049
USGS	421032079491101	Outflow of Smith Reservoir	ST	42	42	049
USGS	421033076012801	SYN12BM-115	ST	36	36	007
USGS	421041075440401	SYN12BM-092	ST	36	36	007
USGS	421041076274101	SYN12TI-025	ST	36	36	107
USGS	421043075184701	SYN12DE-016	ST	36	36	025
USGS	421044075220401	SYN12DE-015	ST	36	36	025
USGS	421045076243901	SYN12TI-027	ST	36	36	107
USGS	421049079582101	Sevenmile Creek	ST	42	42	049
USGS	421050075140701	SYN12DE-043	ST	36	36	025
USGS	421050075463601	SYN12BM-096	ST	36	36	007
USGS	421055075444201	SYN12BM-091	ST	36	36	007
USGS	421055076122301	SYN12TI-071	ST	36	36	107
USGS	421057076044601	SYN12BM-112	ST	36	36	007
USGS	421102076072001	SYN12TI-078	ST	36	36	107
USGS	421103075552601	SYN12BM-098	ST	36	36	007
USGS	421109075245101	SYN12DE-001	ST	36	36	025
USGS	421110076331401	SYN12CM-027	ST	36	36	015
USGS	421111075480601	SYN12BM-095	ST	36	36	007
USGS	421118075202401	SYN12DE-014	ST	36	36	025
USGS	421121075522401	SYN12BM-104	ST	36	36	007
USGS	421125075370001	SYN12BM-024	ST	36	36	007
USGS	421128079474501	Outflow Grahamville Reservoir	ST	42	42	049
USGS	421130079570001	Eightmile Creek	ST	42	42	049
USGS	421131075301201	SYN12BM-025	ST	36	36	007
USGS	421135076310001	SYN12TI-005	ST	36	36	107
USGS	421136075523401	SYN12BM-106	ST	36	36	007
USGS	421138075323401	SYN12BM-028	ST	36	36	007
USGS	421140076035701	SYN12BM-111	ST	36	36	007
USGS	421143076144901	SYN12TI-059	ST	36	36	107
USGS	421144075131601	SYN12DE-042	ST	36	36	025
USGS	421152075493001	SYN12BM-089	ST	36	36	007
USGS	421156076000401	SYN12BM-113	ST	36	36	007
USGS	421157075315001	SYN12CN-003	ST	36	36	017
USGS	421203075513301	SYN12BM-103	ST	36	36	007
USGS	421206075301601	SYN12CN-004	ST	36	36	017
USGS	421206076190501	SYN12TI-042	ST	36	36	107
USGS	421207075441501	SYN12BM-090	ST	36	36	007
USGS	421209075164401	SYN12DE-037	ST	36	36	025
USGS	421211076114301	SYN12TI-072	ST	36	36	107
USGS	421213075404101	SYN12BM-029	ST	36	36	007
USGS	421216075163801	SYN12DE-038	ST	36	36	025
USGS	421222075321001	SYN12CN-002	ST	36	36	017
USGS	421224074360700	D 452	ST	36	36	025
USGS	421229079545301	Twelvemile Creek	ST	42	42	049
USGS	421235076075701	SYN12TI-077	ST	36	36	107
USGS	421236075390601	SYN12BM-030	ST	36	36	007
USGS	421249076260801	SYN12TI-026	ST	36	36	107
USGS	421302083080501	DETROIT RIVER NEAR GRASSY ISLAND, MI (06GIS1)	ST	26	26	163
USGS	421305076121501	SYN12TI-073	ST	36	36	107
USGS	421314083075701	DETROIT RIVER NEAR GRASSY ISLAND, MI (06GIS2)	ST	26	26	163
USGS	421316083081201	DETROIT RIVER NEAR GRASSY ISLAND, MI (06GIS5S)	ST	26	26	163
USGS	421316083081202	DETROIT RIVER NEAR GRASSY ISLAND, MI (06GIS5D)	ST	26	26	163
USGS	421317076105201	SYN12TI-074	ST	36	36	107
USGS	421324075565101	SYN12BM-099	ST	36	36	007
USGS	421325075145601	SYN12DE-040	ST	36	36	025
USGS	421328075130501	SYN12DE-041	ST	36	36	025
USGS	421329075484501	SYN12BM-088	ST	36	36	007
USGS	421340083075701	DETROIT RIVER NEAR GRASSY ISLAND, MI (06GIS3)	ST	26	26	163
USGS	421340083075703	DETROIT RIVER NEAR GRASSY ISLAND, MI (06GIS3B)	ST	26	26	163
USGS	421341075550701	SYN12BM-100	ST	36	36	007
USGS	421348083080201	DETROIT RIVER NEAR GRASSY ISLAND, MI (06GIS4)	ST	26	26	163
USGS	421348083080203	DETROIT RIVER NEAR GRASSY ISLAND, MI (06GIS4QA)	ST	26	26	163
USGS	421349076203101	SYN12TI-041	ST	36	36	107
USGS	421355075475001	SYN12BM-087	ST	36	36	007
USGS	421358075165401	SYN12DE-039	ST	36	36	025
USGS	421423079495201	Sixteenmile Creek 1	ST	42	42	049
USGS	421423079495202	Sixteenmile Creek 2	ST	42	42	049
USGS	421425076111401	SYN12TI-075	ST	36	36	107
USGS	421431075452301	SYN12BM-086	ST	36	36	007
USGS	421457075464501	SYN12CN-001	ST	36	36	017
USGS	421507076113201	SYN12TI-076	ST	36	36	107
USGS	421538079464401	Twentymile Creek	ST	42	42	049
USGS	421543074471200	D 413	ST	36	36	025
USGS	421616073573100	SITE 6 CATSKILL LANDFILL NEAR SOUTH CAIRO NY	ST	36	36	039
USGS	421633073554201	POTIC CREEK AT SANDY PLAINS RD NEAR S CAIRO NY	ST	36	36	039
USGS	421725075285301	CN 378	ST	36	36	017
USGS	421730075152400	D 461	ST	36	36	025
USGS	421845074255000	G 245	ST	36	36	039
USGS	421851075240500	D 463	ST	36	36	025
USGS	421944074255801	SCHOHARIE RIVER BELOW WWTP	ST	36	36	039
USGS	422005076375201	W BRANCH CAYUGA INLET AT ST RT 13 NEWFIELD NY	ST	36	36	109
USGS	422035076372901	W BR CAYUGA INLET TRIB AT RT 13 NEWFIELD NY	ST	36	36	109
USGS	422047076373301	W BRANCH CAYUGA INLET AT TEST RD NEWFIELD NY	ST	36	36	109
USGS	422052076374301	W BRANCH CAYUGA TRIB AT CO ROAD 133A NEWFIELD NY	ST	36	36	109
USGS	422104076364901	W BR CAYUGA INLET NEAR ST RT 13 NEWFIELD NY	ST	36	36	109
USGS	422110076364001	W BR CAYUGA INLET TRIB NEAR ST RT 13 NEWFIELD NY	ST	36	36	109
USGS	422132076372601	W BR CAYUGA INLET TRIB NEAR CT RD 133 NEWFIELD NY	ST	36	36	109
USGS	422138076355701	W BR CAYUGA INLET AT COUNTY ROAD 133 NEWFIELD NY	ST	36	36	109
USGS	422139076355301	W BR CAYUGA INLET 500 FT BELOW CR 133 NEWFIELD NY	ST	36	36	109
USGS	422139076355501	W BR CAYUGA INLET 400 FT BELOW CR 133 NEWFIELD NY	ST	36	36	109
USGS	422159077394701	SB 401	ST	36	36	101
USGS	422217074401300	D 460	ST	36	36	025
USGS	422223074400201	WEST BR DELAWARE R AT CORNELL AVE BRIDGE, HOBART	ST	36	36	025
USGS	422240076171301	Willow Creek at Caroline, culvert at Rt 79	ST	36	36	109
USGS	422240076364501	FISH KILL AT HORTON ROAD NEWFIELD NY	ST	36	36	109
USGS	422328077374001	Hornell Reservoir 3, spillway outflow	ST	36	36	101
USGS	422332073480401	COXSACKIE CREEK AT RIVER RD NEAR NEW BALTIMORE NY	ST	36	36	039
USGS	422333076203401	Trib to Sixmile Crk at Slaterville Springs	ST	36	36	109
USGS	422336076355301	FISH KILL TRIB AT STONEHOUSE ROAD NEWFIELD NY	ST	36	36	109
USGS	422337076212201	Trib to Sixmile Cr, Midline Valley at Rt 79	ST	36	36	109
USGS	422340076222801	Trib to Sixmile Cr, Ellis Hollow at Rt 79	ST	36	36	109
USGS	422353076353201	FISH KILL NEAR MOUTH	ST	36	36	109
USGS	422357077371701	Hornell Reservoir 2, spillway outflow	ST	36	36	101
USGS	422359076195801	Sixmile Cr at Six Hundred Road, abandoned bridge	ST	36	36	109
USGS	422402077373901	Hornell Reservoir no. 2, Inflow	ST	36	36	101
USGS	422403077370901	Hornell Reservoir no. 3, Inflow	ST	36	36	101
USGS	422405077150300	KEUKA INLET TR-0300 TO TR NO3 @ PLEASANT VALLEY NY	ST	36	36	101
USGS	422405077150400	KEUKA INLET TR-0400 TO TR NO3 @ PLEASANT VALLEY NY	ST	36	36	101
USGS	422630073484601	HANNACROIX CREEK AT RT 9W AT DEANS MILL NY	ST	36	36	039
USGS	422633076283300	TM 966	ST	36	36	109
USGS	422644076300001	CASCADILLA CREEK AT ITHACA NY	ST	36	36	109
USGS	422650076152201	DRYDEN LAKE TRIBUTARY AT WILLOW CROSSING	ST	36	36	109
USGS	422706076163301	UPLAND TRIBUTARY AT LAKE ROAD	ST	36	36	109
USGS	422710076572200	ROCK STREAM TRIBUTARY AT COLES CORNERS NY	ST	36	36	097
USGS	422720076154301	DRYDEN LAKE INLET	ST	36	36	109
USGS	422744076153801	UNNAMED TRIBUTARY ABOVE DRYDEN LAKE	ST	36	36	109
USGS	422751075031901	OG 384	ST	36	36	077
USGS	422809073491401	A  61	ST	36	36	001
USGS	422827076162401	Virgil Crk at Southworth Rd bridge, Dryden, NY	ST	36	36	109
USGS	422856076174501	DRYDEN LAKE OUTLET AT JAY STREET	ST	36	36	109
USGS	422859076172601	VIRGIL CREEK AT LAKE STREET PUMPHOUSE	ST	36	36	109
USGS	422917076275702	Ithaca subdistrict experimental test site 2	ST	36	36	109
USGS	422934073270601	KINDERHOOK CREEK NEAR WEST LEBANON NY	ST	36	36	083
USGS	423013076114600	042336565-VIRGIL TRIBUTARY NO 5 AT VIRGIL NY	ST	36	36	023
USGS	423014076114700	042336563-VIRGIL CREEK BELOW VIRGIL NY	ST	36	36	023
USGS	423038076111000	042336559-VIRGIL TRIB NO 4 AT SH 90 AT VIRGIL NY	ST	36	36	023
USGS	423038076113400	042336553-VIRGIL CREEK AT VIRGIL NY	ST	36	36	023
USGS	423056076114600	042336551-VIRGIL CREEK ABOVE VIRGIL NY	ST	36	36	023
USGS	423108076105500	042336557-VIRGIL CK TRIB TO TRIB NO 4 AT VIRGIL	ST	36	36	023
USGS	423129073451901	VLOCKIE KILL AT CASTLETON-ON-HUDSON NY	ST	36	36	083
USGS	423211073502301	COEYMANS CREEK AT SOUTH BETHLEHEM PARK NY	ST	36	36	001
USGS	423213073435301	MOORDENER KILL AT BROOKVIEW RD AT BROOKVIEW NY	ST	36	36	083
USGS	423237073445701	MOORDENER KILL AT RT 9J BDGE, CASTLETON-ON-HUDSON	ST	36	36	083
USGS	423237079095700	CU 878	ST	36	36	013
USGS	423249073092401	AT 13056 UNNAMED TRIBUTARY TO HOOSIC RIVER MA	ST	36	25	003
USGS	423319076140901	UNNAMED CREEK STATE HIGHWAY 13 NR CORTLAND NY	ST	36	36	023
USGS	423321076145601	Beaver Brook below south spring at Tunison, NY	ST	36	36	023
USGS	423321076150501	Beaver Brook at Gracie, NY	ST	36	36	023
USGS	423326073391001	MOORDENER KILL AT SCHODACK TOWN PARK NY	ST	36	36	083
USGS	423509076572500	PLUM POINT C TRIB NO 2 AT HIMROD NY	ST	36	36	123
USGS	423525076220200	TM 980	ST	36	36	109
USGS	423530076563200	PLUM POINT C TRIB NO 2 BELOW HIMROD NY	ST	36	36	123
USGS	423533076062101	TROUT BROOK AT CORTLANDVILLE NY	ST	36	36	023
USGS	423537076563700	PLUM POINT CREEK BELOW HIMROD NY	ST	36	36	123
USGS	423613073422001	MILL CREEK AT EAST GREENBUSH NY	ST	36	36	083
USGS	423642073111001	AT 11085 UNNAMED TRIBUTARY TO HOOSIC RIVER MA	ST	36	25	003
USGS	423704073115701	AT 13055 UNNAMED INTERMIT TRIB TO E BR GREEN R MA	ST	36	25	003
USGS	423748073102101	AT 12019 UNNAMED INTERMIT TRIB TO PHILLIPS CR MA	ST	36	25	003
USGS	423825073443801	MILL CR AT WASHINGTON ST BDGE, S OF 4TH AVE, RENSS	ST	36	36	083
USGS	423837073441501	QUACKENDERRY CR AT LAWRENCE ST RENSSELAER, NY	ST	36	36	083
USGS	423856073560900	013595205-VLY CREEK AT VOORHEESVILLE NY	ST	36	36	001
USGS	423856073560901	013595205-VLY CREEK AT VOORHEESVILLE, NY	ST	36	36	001
USGS	423926073431801	QUACKENDERRY CR AT VAN RENSSELAER DR, RENSSELAER	ST	36	36	083
USGS	423939077465201	Small Agricultural Basin nr. Shakers Crossing	ST	36	36	051
USGS	423948076155201	UNNAMED TRIB TO INTERMITTENT STREAM	ST	36	36	023
USGS	423949077343501	Reynolds Gully at Canandice Lake Rd.	ST	36	36	051
USGS	424010077084400	0423245710-SUGAR CREEK AT YATESVILLE NY	ST	36	36	123
USGS	424029073461701	TRIB TO PATROON CK AT TERMINAL ST AT ALBANY NY	ST	36	36	001
USGS	424059073322501	POESTEN KILL AT BLUE FACTORY RD AT BARBERFILLE NY	ST	36	36	083
USGS	424059074561101	SUSQUEHANNA RIVER DOWNST	ST	36	36	077
USGS	424060073322601	POESTEN KILL AT BARBERVILLE FALLS NY	ST	36	36	083
USGS	424104073461101	TRIB TO PATROON CK AT CORP WOODS BLVD AT ALBANY NY	ST	36	36	001
USGS	424119073481601	TRIB TO PATROON CK AT YARDBORO AVE AT ALBANY NY	ST	36	36	001
USGS	424126073475701	TRIB TO PATROON CK AT FAIRFLD A AT ROESSLEVILLE NY	ST	36	36	001
USGS	424135078403301	E1018	ST	36	36	029
USGS	424143073382901	WYNANTS KILL AT RUSSELL AVE AT WYNANTSKILL NY	ST	36	36	083
USGS	424145073465701	TRIB TO SAND CK AT WILKINS AVE AT ALBANY NY	ST	36	36	001
USGS	424149073490701	PATROON CK OFF MARTIN TERRACE AT ROESSLEVILLE NY	ST	36	36	001
USGS	424151073464301	SAND CREEK AT WILKINS AVE AT ALBANY NY	ST	36	36	001
USGS	424205073392501	WYNANTS KILL AT WINTER STREET BRIDGE AT ALBIA, NY	ST	36	36	083
USGS	424214073504701	PATROON CREEK AT LINCOLN AVE AT ALBANY NY	ST	36	36	001
USGS	424219073400601	WYNANTS KILL AT COBBLESTONE LN NEAR WYNANTSKILL NY	ST	36	36	083
USGS	424220073420201	WYNANTS KILL AT E INDUSTRIAL PRKWY NEAR TROY NY	ST	36	36	083
USGS	424228073085801	AT 13054 UNNAMED TRIBUTARY TO HOOSIC RIVER MA	ST	36	25	003
USGS	424229073514802	PB-6C OBSERVATION WELL	ST	36	36	001
USGS	424246078495601	E1055	ST	36	36	029
USGS	424247074294501	PAYNE BROOK ABOVE MOUTH NR INDIAN LAKE NY	ST	36	36	041
USGS	424250073515901	PB-4B OBSERVATION WELL	ST	36	36	001
USGS	424250073515902	PB-4C OBSERVATION WELL	ST	36	36	001
USGS	424254073342401	QUACKEN KILL AT DATER HILL RD NEAR POESTENKILL NY	ST	36	36	083
USGS	424313073414301	POESTEN KILL AT 1 ST ST BDGE AT CANAL AVE, TROY	ST	36	36	083
USGS	424318078014601	Silver Lake Inlet near Perry, NY	ST	36	36	121
USGS	424320073394701	POESTEN KILL AT BRUNSWICK RD NEAR TROY NY	ST	36	36	083
USGS	424450073110009	N ADAMS	ST	33	50	003
USGS	424450073410701	HUDSON RIVER BELOW TROY DAM AT GREEN ISLAND NY	ST	36	36	083
USGS	424517073285801	QUAKEN KILL DOWNSTREAM FROM DUNHAM RES, GRAFTON	ST	36	36	083
USGS	424538073405601	HUDSON RIVER NEAR TROY DAM AT TROY NY	ST	36	36	083
USGS	424551076081500	Tully Lake Outlet	ST	36	36	023
USGS	424629076292701	OWASCO LAKE NEAR UNNAMED TRIB 12 NY	ST	36	36	011
USGS	424633075300701	SANGERFIELD RIVER AT POOLVILLE NY	ST	36	36	053
USGS	424640073072101	AT 12018 COWAN BROOK VT	ST	36	50	003
USGS	424643073472901	SHAKER'S CREEK AT RIVER ROAD NEAR LATHAM NY	ST	36	36	001
USGS	424643073474901	MOHAWK RIVER NEAR VERDOY NY	ST	36	36	001
USGS	424644073420401	MOHAWK RIVER NEAR COHOES FALLS AT COHOES NY	ST	36	36	091
USGS	424645076294501	OWASCO LAKE NEAR WILLOW POINT NY	ST	36	36	011
USGS	424659073413501	MOHAWK RIVER AT MILL ROAD AT WATERFORD NY	ST	36	36	091
USGS	424705073402801	HUDSON RVR AT LANSINGBURGH NY	ST	36	36	091
USGS	424708078000901	LittlegBeards Creek, inflow to Lake Lagrange, NY	ST	36	36	121
USGS	424718073405101	ERIE CANAL BELOW LOCK 2 AT WATERFORD NY	ST-CA	36	36	091
USGS	424738073403003	FLOC WATERFORD TRT PLANT-SEDIMENTATION BASIN	ST	36	36	091
USGS	424738073403004	FLOC WATERFORD TRT PLANT-BOTTOM FLOCCULATOR	ST	36	36	091
USGS	424738076290701	OWASCO LAKE NEAR SEWARD POINT NY	ST	36	36	011
USGS	424741073403001	SA 416	ST	36	36	091
USGS	424743076301301	OWASCO LAKE NEAR ENSENORE RD NY	ST	36	36	011
USGS	424750073411201	ERIE CANAL AT FONDA RD AT WATERFORD NY	ST-CA	36	36	091
USGS	424808073431701	MOHAWK RIVER BELOW CRESCENT DAM NEAR COHOES NY	ST	36	36	091
USGS	424813073504401	MOHAWK RIVER BELOW VISCHER FERRY DAM AT VISCHER FE	ST	36	36	093
USGS	424821074152001	SCHOHARIE CREEK BELOW BRIDGE AT BURTONSVILLE NY	ST	36	36	093
USGS	424822073503101	MOHAWK RIVER AT LOCK 7 AT VISCHER FERRY NY	ST	36	36	091
USGS	424828073425301	MOHAWK R ABOVE LOCK 6 AT CRESCENT DAM	ST	36	36	091
USGS	424828073430401	MOHAWK RIVER BELOW CRESCENT DAM NY	ST	36	36	001
USGS	424833076304901	OWASCO LAKE NEAR GLENWOOD BEACH NY	ST	36	36	011
USGS	424835078510101	SMOKE CREEK AT SC-2-5-B	ST	36	36	029
USGS	424837078505801	SMOKE CREEK AT SC-2-6-B	ST	36	36	029
USGS	424844078511301	SMOKE CREEK AT SC-2-1-B	ST	36	36	029
USGS	424846078512301	SMOKE CREEK AT SC-1-8-D	ST	36	36	029
USGS	424847078511901	SMOKE CREEK AT SC-1-9-D	ST	36	36	029
USGS	424852076572400	0423249988-SENECA L(GENEVA WTR PLT)NR GENEVA NY	ST	36	36	099
USGS	424855073511201	MOHAWK RIVER ABV VISHER FERRY DAM NR VISCHER FERRY	ST	36	36	091
USGS	424908073440601	MOHAWK RIVER AT LOUDON RD CRESCENT NY	ST	36	36	001
USGS	424923076194801	Bear Swamp Creek	ST	36	36	067
USGS	424929076311501	OWASCO LAKE NEAR FIRE LANE 26 NY	ST	36	36	011
USGS	424948087595601	Root River Canal at Seven Mile Rd. nr Raymond, WI	ST	55	55	101
USGS	424949078514201	LACKAWANNA CANAL AT MOUTH LACKAWANNA NY	ST-CA	36	36	029
USGS	424955076204101	Fall Brook	ST	36	36	067
USGS	424957073481701	STONY CREEK RES TRIB 1 NEAR CLIFTON PARK NY	ST	36	36	091
USGS	425000074390001	TRI COUNTY CREEK NEAR BUEL	ST	36	36	057
USGS	425002078510710	HANNA FURNACE 135	ST	36	36	029
USGS	425014074395901	MT 544	ST-DCH	36	36	057
USGS	425025073480601	STONY CREEK RES TRIB 7 NEAR CLIFTON PARK NY	ST	36	36	091
USGS	425025073483101	STONY CREEK RES TRIB 8A NEAR CLIFTON PARK NY	ST	36	36	091
USGS	425026074393701	MT 533	ST-DCH	36	36	057
USGS	425026074394801	Canajoharie Ditch - Below Trib 2 Outlet, East Ditc	ST-DCH	36	36	057
USGS	425026074395101	Canajoharie Ditch - Above Trib2 on East Ditch	ST-DCH	36	36	057
USGS	425026074395801	Canajoharie Ditch - Below Trib1 to East Ditch	ST-DCH	36	36	057
USGS	425026074395901	MT 528	ST-DCH	36	36	057
USGS	425027074394101	MT 530	ST-DCH	36	36	057
USGS	425027074395001	Canajoharie Ditch - Outlet Trib2 East Ditch	ST-DCH	36	36	057
USGS	425027078501405	RAMCO STEEL 147-05	ST	36	36	029
USGS	425027078501406	RAMCO STEEL 147-06	ST	36	36	029
USGS	425029074393701	MT 531	ST-DCH	36	36	057
